"Step","mask50_token10 - train_loss","mask50_token10 - train_loss__MIN","mask50_token10 - train_loss__MAX","mask80_token10 - train_loss","mask80_token10 - train_loss__MIN","mask80_token10 - train_loss__MAX"
"63","0.3515623391994947","0.3515623391994947","0.3515623391994947","0.3520734245547011","0.3520734245547011","0.3520734245547011"
"65","0.35057617531963653","0.35057617531963653","0.35057617531963653","0.351090722791622","0.351090722791622","0.351090722791622"
"66","0.350086648928795","0.350086648928795","0.350086648928795","0.35060347058441704","0.35060347058441704","0.35060347058441704"
"67","0.3496023756230161","0.3496023756230161","0.3496023756230161","0.35012040061077904","0.35012040061077904","0.35012040061077904"
"68","0.3491088888687123","0.3491088888687123","0.3491088888687123","0.3496282531106926","0.3496282531106926","0.3496282531106926"
"69","0.3486150671980974","0.3486150671980974","0.3486150671980974","0.34913519959401534","0.34913519959401534","0.34913519959401534"
"70","0.348121421119766","0.348121421119766","0.348121421119766","0.34864266760159085","0.34864266760159085","0.34864266760159085"
"71","0.34762661652953436","0.34762661652953436","0.34762661652953436","0.3481491946018814","0.3481491946018814","0.3481491946018814"
"72","0.34712889988666756","0.34712889988666756","0.34712889988666756","0.3476522917810239","0.3476522917810239","0.3476522917810239"
"73","0.3466336009769492","0.3466336009769492","0.3466336009769492","0.34715891051324993","0.34715891051324993","0.34715891051324993"
"74","0.3461391488818146","0.3461391488818146","0.3461391488818146","0.346665319768245","0.346665319768245","0.346665319768245"
"75","0.3456458958222511","0.3456458958222511","0.3456458958222511","0.34617266673198405","0.34617266673198405","0.34617266673198405"
"76","0.34516214643876386","0.34516214643876386","0.34516214643876386","0.3456898896791178","0.3456898896791178","0.3456898896791178"
"77","0.3446679942194044","0.3446679942194044","0.3446679942194044","0.34519696648720016","0.34519696648720016","0.34519696648720016"
"79","0.34369160769262697","0.34369160769262697","0.34369160769262697","0.34422220963269773","0.34422220963269773","0.34422220963269773"
"81","0.34272821563218026","0.34272821563218026","0.34272821563218026","0.34325988491620923","0.34325988491620923","0.34325988491620923"
"82","0.3422353083489875","0.3422353083489875","0.3422353083489875","0.34276732494216183","0.34276732494216183","0.34276732494216183"
"83","0.34174936615790313","0.34174936615790313","0.34174936615790313","0.34228225729356593","0.34228225729356593","0.34228225729356593"
"84","0.3412739223935542","0.3412739223935542","0.3412739223935542","0.3418082485501953","0.3418082485501953","0.3418082485501953"
"85","0.3407923163662494","0.3407923163662494","0.3407923163662494","0.3413273446226904","0.3413273446226904","0.3413273446226904"
"86","0.34031120910721974","0.34031120910721974","0.34031120910721974","0.3408472389674242","0.3408472389674242","0.3408472389674242"
"87","0.33983562312541754","0.33983562312541754","0.33983562312541754","0.3403721955186183","0.3403721955186183","0.3403721955186183"
"88","0.33935530270848957","0.33935530270848957","0.33935530270848957","0.3398924558138361","0.3398924558138361","0.3398924558138361"
"89","0.33887905256630596","0.33887905256630596","0.33887905256630596","0.33941631336516864","0.33941631336516864","0.33941631336516864"
"90","0.33840400958537","0.33840400958537","0.33840400958537","0.33894188365095734","0.33894188365095734","0.33894188365095734"
"91","0.33792545162794885","0.33792545162794885","0.33792545162794885","0.338463932504518","0.338463932504518","0.338463932504518"
"93","0.33698305826586206","0.33698305826586206","0.33698305826586206","0.3375219766993891","0.3375219766993891","0.3375219766993891"
"94","0.3365172257848606","0.3365172257848606","0.3365172257848606","0.33705679901466246","0.33705679901466246","0.33705679901466246"
"96","0.3355807162000335","0.3355807162000335","0.3355807162000335","0.3361210707505379","0.3361210707505379","0.3361210707505379"
"97","0.33511885031751154","0.33511885031751154","0.33511885031751154","0.3356593485170431","0.3356593485170431","0.3356593485170431"
"98","0.3346539468726413","0.3346539468726413","0.3346539468726413","0.3351950163207569","0.3351950163207569","0.3351950163207569"
"99","0.33418785227883246","0.33418785227883246","0.33418785227883246","0.33472928858452267","0.33472928858452267","0.33472928858452267"
"100","0.333725827599238","0.333725827599238","0.333725827599238","0.33426699051243103","0.33426699051243103","0.33426699051243103"
"101","0.33326839523117535","0.33326839523117535","0.33326839523117535","0.3338103314692324","0.3338103314692324","0.3338103314692324"
"102","0.33280781780437013","0.33280781780437013","0.33280781780437013","0.333350129177659","0.333350129177659","0.333350129177659"
"103","0.33235069612662","0.33235069612662","0.33235069612662","0.3328931087613568","0.3328931087613568","0.3328931087613568"
"104","0.33189560184094363","0.33189560184094363","0.33189560184094363","0.33243815080332434","0.33243815080332434","0.33243815080332434"
"105","0.3314417312807003","0.3314417312807003","0.3314417312807003","0.331984590696518","0.331984590696518","0.331984590696518"
"107","0.3305427414823824","0.3305427414823824","0.3305427414823824","0.3310860821615849","0.3310860821615849","0.3310860821615849"
"108","0.33009521979941897","0.33009521979941897","0.33009521979941897","0.3306385978588115","0.3306385978588115","0.3306385978588115"
"109","0.32964939517634256","0.32964939517634256","0.32964939517634256","0.33019311008326735","0.33019311008326735","0.33019311008326735"
"111","0.3287611109532898","0.3287611109532898","0.3287611109532898","0.3293054203817741","0.3293054203817741","0.3293054203817741"
"112","0.32832346338639284","0.32832346338639284","0.32832346338639284","0.32886745471261614","0.32886745471261614","0.32886745471261614"
"114","0.32743656817960654","0.32743656817960654","0.32743656817960654","0.3279806204048848","0.3279806204048848","0.3279806204048848"
"116","0.32656087265983097","0.32656087265983097","0.32656087265983097","0.32710519420197826","0.32710519420197826","0.32710519420197826"
"117","0.32612912753539686","0.32612912753539686","0.32612912753539686","0.3266732320189476","0.3266732320189476","0.3266732320189476"
"118","0.3256988244008292","0.3256988244008292","0.3256988244008292","0.32624314685057465","0.32624314685057465","0.32624314685057465"
"121","0.32441938405383147","0.32441938405383147","0.32441938405383147","0.32496384349298163","0.32496384349298163","0.32496384349298163"
"122","0.32399761798729093","0.32399761798729093","0.32399761798729093","0.3245417315957979","0.3245417315957979","0.3245417315957979"
"123","0.323577108466393","0.323577108466393","0.323577108466393","0.3241206866918833","0.3241206866918833","0.3241206866918833"
"124","0.3231560775047339","0.3231560775047339","0.3231560775047339","0.3236996432385391","0.3236996432385391","0.3236996432385391"
"125","0.3227323107540417","0.3227323107540417","0.3227323107540417","0.32327596312418533","0.32327596312418533","0.32327596312418533"
"127","0.3218977854780431","0.3218977854780431","0.3218977854780431","0.3224415611124264","0.3224415611124264","0.3224415611124264"
"128","0.3214847735607308","0.3214847735607308","0.3214847735607308","0.32202831405838267","0.32202831405838267","0.32202831405838267"
"133","0.3194461853296549","0.3194461853296549","0.3194461853296549","0.31998900391228563","0.31998900391228563","0.31998900391228563"
"134","0.31903616277897945","0.31903616277897945","0.31903616277897945","0.3195784023328616","0.3195784023328616","0.3195784023328616"
"135","0.3186355060374243","0.3186355060374243","0.3186355060374243","0.3191773510763984","0.3191773510763984","0.3191773510763984"
"136","0.3182359493601515","0.3182359493601515","0.3182359493601515","0.31877755245710787","0.31877755245710787","0.31877755245710787"
"138","0.31744004775232243","0.31744004775232243","0.31744004775232243","0.3179812671349811","0.3179812671349811","0.3179812671349811"
"139","0.3170437125981539","0.3170437125981539","0.3170437125981539","0.3175845682492544","0.3175845682492544","0.3175845682492544"
"142","0.315876267211179","0.315876267211179","0.315876267211179","0.3164159519972513","0.3164159519972513","0.3164159519972513"
"143","0.3154887775552339","0.3154887775552339","0.3154887775552339","0.31602814416895364","0.31602814416895364","0.31602814416895364"
"145","0.31472490785371504","0.31472490785371504","0.31472490785371504","0.31526382827808047","0.31526382827808047","0.31526382827808047"
"146","0.3143420683783154","0.3143420683783154","0.3143420683783154","0.31488047964188043","0.31488047964188043","0.31488047964188043"
"148","0.3135862653313378","0.3135862653313378","0.3135862653313378","0.31412387254186647","0.31412387254186647","0.31412387254186647"
"149","0.3132101717647215","0.3132101717647215","0.3132101717647215","0.31374752775194176","0.31374752775194176","0.31374752775194176"
"150","0.3128348772678172","0.3128348772678172","0.3128348772678172","0.31337176390319627","0.31337176390319627","0.31337176390319627"
"152","0.31208724782125397","0.31208724782125397","0.31208724782125397","0.31262353103749857","0.31262353103749857","0.31262353103749857"
"153","0.3117177986756317","0.3117177986756317","0.3117177986756317","0.3122538012834193","0.3122538012834193","0.3122538012834193"
"154","0.31134751841097336","0.31134751841097336","0.31134751841097336","0.3118830836352671","0.3118830836352671","0.3118830836352671"
"156","0.3106183091824858","0.3106183091824858","0.3106183091824858","0.3111532108235756","0.3111532108235756","0.3111532108235756"
"157","0.3102554258802768","0.3102554258802768","0.3102554258802768","0.31078982954186035","0.31078982954186035","0.31078982954186035"
"158","0.309896338829952","0.309896338829952","0.309896338829952","0.31043061126122434","0.31043061126122434","0.31043061126122434"
"159","0.30953665133846464","0.30953665133846464","0.30953665133846464","0.31007070702748685","0.31007070702748685","0.31007070702748685"
"160","0.3091786772794045","0.3091786772794045","0.3091786772794045","0.3097122605708654","0.3097122605708654","0.3097122605708654"
"162","0.30847086080346536","0.30847086080346536","0.30847086080346536","0.30900386984559963","0.30900386984559963","0.30900386984559963"
"163","0.30811976520892453","0.30811976520892453","0.30811976520892453","0.3086521341191495","0.3086521341191495","0.3086521341191495"
"164","0.30776728813090654","0.30776728813090654","0.30776728813090654","0.308299102624209","0.308299102624209","0.308299102624209"
"166","0.3070684415338702","0.3070684415338702","0.3070684415338702","0.3075994074380498","0.3075994074380498","0.3075994074380498"
"167","0.3067217112015309","0.3067217112015309","0.3067217112015309","0.30725244871166907","0.30725244871166907","0.30725244871166907"
"169","0.30603376192967663","0.30603376192967663","0.30603376192967663","0.30656339162982665","0.30656339162982665","0.30656339162982665"
"170","0.3056908885299389","0.3056908885299389","0.3056908885299389","0.3062200156838297","0.3062200156838297","0.3062200156838297"
"171","0.3053518385391369","0.3053518385391369","0.3053518385391369","0.3058804124071498","0.3058804124071498","0.3058804124071498"
"172","0.30501303651330086","0.30501303651330086","0.30501303651330086","0.3055410345845383","0.3055410345845383","0.3055410345845383"
"173","0.30467396640750055","0.30467396640750055","0.30467396640750055","0.3052014766850317","0.3052014766850317","0.3052014766850317"
"174","0.30433618247372135","0.30433618247372135","0.30433618247372135","0.3048631786342056","0.3048631786342056","0.3048631786342056"
"175","0.30400055131479486","0.30400055131479486","0.30400055131479486","0.30452703999261876","0.30452703999261876","0.30452703999261876"
"176","0.30366716196466653","0.30366716196466653","0.30366716196466653","0.3041933788648393","0.3041933788648393","0.3041933788648393"
"177","0.3033363949801798","0.3033363949801798","0.3033363949801798","0.30386208559535693","0.30386208559535693","0.30386208559535693"
"182","0.30170079153010665","0.30170079153010665","0.30170079153010665","0.30222396900965276","0.30222396900965276","0.30222396900965276"
"183","0.3013789838415827","0.3013789838415827","0.3013789838415827","0.3019016926465597","0.3019016926465597","0.3019016926465597"
"184","0.30105790041233377","0.30105790041233377","0.30105790041233377","0.30158021201528246","0.30158021201528246","0.30158021201528246"
"185","0.30073966227520105","0.30073966227520105","0.30073966227520105","0.30126133116996057","0.30126133116996057","0.30126133116996057"
"187","0.3001059119422466","0.3001059119422466","0.3001059119422466","0.3006266812260589","0.3006266812260589","0.3006266812260589"
"189","0.29947649618220884","0.29947649618220884","0.29947649618220884","0.2999961021775675","0.2999961021775675","0.2999961021775675"
"192","0.29854694069300186","0.29854694069300186","0.29854694069300186","0.29906498008910626","0.29906498008910626","0.29906498008910626"
"193","0.29823928804562944","0.29823928804562944","0.29823928804562944","0.29875677473858525","0.29875677473858525","0.29875677473858525"
"194","0.29793474263867437","0.29793474263867437","0.29793474263867437","0.29845167383413485","0.29845167383413485","0.29845167383413485"
"195","0.29762882447694655","0.29762882447694655","0.29762882447694655","0.29814532612923716","0.29814532612923716","0.29814532612923716"
"196","0.2973254785685972","0.2973254785685972","0.2973254785685972","0.2978413772449338","0.2978413772449338","0.2978413772449338"
"197","0.2970223275389197","0.2970223275389197","0.2970223275389197","0.29753787939495296","0.29753787939495296","0.29753787939495296"
"201","0.2958325579110718","0.2958325579110718","0.2958325579110718","0.2963456337601243","0.2963456337601243","0.2963456337601243"
"202","0.2955381139655967","0.2955381139655967","0.2955381139655967","0.29605059384651167","0.29605059384651167","0.29605059384651167"
"204","0.294951389603003","0.294951389603003","0.294951389603003","0.29546253791810484","0.29546253791810484","0.29546253791810484"
"207","0.29408318438642733","0.29408318438642733","0.29408318438642733","0.29459233420926173","0.29459233420926173","0.29459233420926173"
"209","0.2935110672197196","0.2935110672197196","0.2935110672197196","0.2940190460098405","0.2940190460098405","0.2940190460098405"
"211","0.29294458236263105","0.29294458236263105","0.29294458236263105","0.2934514293588246","0.2934514293588246","0.2934514293588246"
"213","0.29238311141226125","0.29238311141226125","0.29238311141226125","0.2928886095002489","0.2928886095002489","0.2928886095002489"
"219","0.2907243077745185","0.2907243077745185","0.2907243077745185","0.29122544145279555","0.29122544145279555","0.29122544145279555"
"220","0.29045138159575623","0.29045138159575623","0.29045138159575623","0.2909517162475231","0.2909517162475231","0.2909517162475231"
"221","0.2901812024131606","0.2901812024131606","0.2901812024131606","0.2906808707371327","0.2906808707371327","0.2906808707371327"
"222","0.2899112561122455","0.2899112561122455","0.2899112561122455","0.2904103513937829","0.2904103513937829","0.2904103513937829"
"223","0.2896427054986304","0.2896427054986304","0.2896427054986304","0.29014116683207103","0.29014116683207103","0.29014116683207103"
"224","0.2893760199396872","0.2893760199396872","0.2893760199396872","0.28987381191895967","0.28987381191895967","0.28987381191895967"
"225","0.2891107540888642","0.2891107540888642","0.2891107540888642","0.28960782657402234","0.28960782657402234","0.28960782657402234"
"226","0.28884710167278554","0.28884710167278554","0.28884710167278554","0.28934355785001387","0.28934355785001387","0.28934355785001387"
"227","0.2885844290361438","0.2885844290361438","0.2885844290361438","0.2890802080493788","0.2890802080493788","0.2890802080493788"
"228","0.2883228643043954","0.2883228643043954","0.2883228643043954","0.2888180567939275","0.2888180567939275","0.2888180567939275"
"229","0.2880618572885245","0.2880618572885245","0.2880618572885245","0.28855642550226696","0.28855642550226696","0.28855642550226696"
"230","0.2878021798529488","0.2878021798529488","0.2878021798529488","0.288296119595589","0.288296119595589","0.288296119595589"
"231","0.2875437391954104","0.2875437391954104","0.2875437391954104","0.28803687513029286","0.28803687513029286","0.28803687513029286"
"233","0.2870297361146116","0.2870297361146116","0.2870297361146116","0.287521565464001","0.287521565464001","0.287521565464001"
"234","0.2867746516794959","0.2867746516794959","0.2867746516794959","0.2872658928396557","0.2872658928396557","0.2872658928396557"
"235","0.2865211947561324","0.2865211947561324","0.2865211947561324","0.2870117416668709","0.2870117416668709","0.2870117416668709"
"236","0.28626790699516685","0.28626790699516685","0.28626790699516685","0.286757810932413","0.286757810932413","0.286757810932413"
"237","0.28601647192269913","0.28601647192269913","0.28601647192269913","0.28650571364425687","0.28650571364425687","0.28650571364425687"
"238","0.28576651380704693","0.28576651380704693","0.28576651380704693","0.28625510195090326","0.28625510195090326","0.28625510195090326"
"240","0.2852666843791091","0.2852666843791091","0.2852666843791091","0.2857540034557957","0.2857540034557957","0.2857540034557957"
"241","0.28501896339022303","0.28501896339022303","0.28501896339022303","0.2855054503723757","0.2855054503723757","0.2855054503723757"
"242","0.2847720883928184","0.2847720883928184","0.2847720883928184","0.28525794695518314","0.28525794695518314","0.28525794695518314"
"243","0.2845264158554767","0.2845264158554767","0.2845264158554767","0.28501152848873873","0.28501152848873873","0.28501152848873873"
"244","0.28428264423582417","0.28428264423582417","0.28428264423582417","0.28476708647806465","0.28476708647806465","0.28476708647806465"
"246","0.2837969281995907","0.2837969281995907","0.2837969281995907","0.28428007230150515","0.28428007230150515","0.28428007230150515"
"247","0.28355636265623146","0.28355636265623146","0.28355636265623146","0.2840387917162917","0.2840387917162917","0.2840387917162917"
"249","0.2830771406571326","0.2830771406571326","0.2830771406571326","0.28355838708806763","0.28355838708806763","0.28355838708806763"
"252","0.28236578239466253","0.28236578239466253","0.28236578239466253","0.2828450332573725","0.2828450332573725","0.2828450332573725"
"253","0.2821307570260095","0.2821307570260095","0.2821307570260095","0.28260942131845873","0.28260942131845873","0.28260942131845873"
"254","0.2818957555608239","0.2818957555608239","0.2818957555608239","0.28237372033010777","0.28237372033010777","0.28237372033010777"
"255","0.28166254201092317","0.28166254201092317","0.28166254201092317","0.28213979072611906","0.28213979072611906","0.28213979072611906"
"256","0.28143053904908605","0.28143053904908605","0.28143053904908605","0.281907036551547","0.281907036551547","0.281907036551547"
"258","0.2809685837682322","0.2809685837682322","0.2809685837682322","0.2814437676131679","0.2814437676131679","0.2814437676131679"
"260","0.28051130848147154","0.28051130848147154","0.28051130848147154","0.2809849860208205","0.2809849860208205","0.2809849860208205"
"261","0.280283485800256","0.280283485800256","0.280283485800256","0.2807564239201648","0.2807564239201648","0.2807564239201648"
"265","0.279385031483292","0.279385031483292","0.279385031483292","0.2798554407008453","0.2798554407008453","0.2798554407008453"
"267","0.27894118846488924","0.27894118846488924","0.27894118846488924","0.27941027105211497","0.27941027105211497","0.27941027105211497"
"269","0.2785009981906609","0.2785009981906609","0.2785009981906609","0.2789687289016385","0.2789687289016385","0.2789687289016385"
"270","0.2782817261030196","0.2782817261030196","0.2782817261030196","0.2787488172289886","0.2787488172289886","0.2787488172289886"
"272","0.27784619796241056","0.27784619796241056","0.27784619796241056","0.27831200252421895","0.27831200252421895","0.27831200252421895"
"273","0.27763000858257664","0.27763000858257664","0.27763000858257664","0.2780951121126576","0.2780951121126576","0.2780951121126576"
"274","0.2774142824347049","0.2774142824347049","0.2774142824347049","0.2778787655738216","0.2778787655738216","0.2778787655738216"
"275","0.27719910790450697","0.27719910790450697","0.27719910790450697","0.2776629564698872","0.2776629564698872","0.2776629564698872"
"276","0.2769853191411124","0.2769853191411124","0.2769853191411124","0.2774484915352662","0.2774484915352662","0.2774484915352662"
"277","0.27677256078560114","0.27677256078560114","0.27677256078560114","0.2772351003226436","0.2772351003226436","0.2772351003226436"
"279","0.27634972203683034","0.27634972203683034","0.27634972203683034","0.2768109236926609","0.2768109236926609","0.2768109236926609"
"280","0.27613990085410867","0.27613990085410867","0.27613990085410867","0.27660043071756013","0.27660043071756013","0.27660043071756013"
"283","0.27551307362941024","0.27551307362941024","0.27551307362941024","0.2759716439002988","0.2759716439002988","0.2759716439002988"
"286","0.2748943628296829","0.2748943628296829","0.2748943628296829","0.2753511172212311","0.2753511172212311","0.2753511172212311"
"287","0.27468991221491673","0.27468991221491673","0.27468991221491673","0.27514601295455915","0.27514601295455915","0.27514601295455915"
"289","0.27428371841564547","0.27428371841564547","0.27428371841564547","0.2747385381910316","0.2747385381910316","0.2747385381910316"
"290","0.27408198323190663","0.27408198323190663","0.27408198323190663","0.274536160838185","0.274536160838185","0.274536160838185"
"291","0.27388141066818444","0.27388141066818444","0.27388141066818444","0.27433484511265716","0.27433484511265716","0.27433484511265716"
"292","0.27368168784770797","0.27368168784770797","0.27368168784770797","0.27413446775941636","0.27413446775941636","0.27413446775941636"
"293","0.2734821121555233","0.2734821121555233","0.2734821121555233","0.2739342195559979","0.2739342195559979","0.2739342195559979"
"294","0.27328267173852994","0.27328267173852994","0.27328267173852994","0.27373414843727506","0.27373414843727506","0.27373414843727506"
"297","0.27269268412930164","0.27269268412930164","0.27269268412930164","0.2731422931156441","0.2731422931156441","0.2731422931156441"
"299","0.2723019553378304","0.2723019553378304","0.2723019553378304","0.27275020555458607","0.27275020555458607","0.27275020555458607"
"300","0.2721079510700536","0.2721079510700536","0.2721079510700536","0.27255560509329396","0.27255560509329396","0.27255560509329396"
"302","0.2717239747549981","0.2717239747549981","0.2717239747549981","0.27217036600068734","0.27217036600068734","0.27217036600068734"
"303","0.2715324183291999","0.2715324183291999","0.2715324183291999","0.2719781331934212","0.2719781331934212","0.2719781331934212"
"304","0.27134163262301725","0.27134163262301725","0.27134163262301725","0.2717867489416767","0.2717867489416767","0.2717867489416767"
"305","0.2711515944856335","0.2711515944856335","0.2711515944856335","0.2715960085724003","0.2715960085724003","0.2715960085724003"
"306","0.27096052898019846","0.27096052898019846","0.27096052898019846","0.27140438710451903","0.27140438710451903","0.27140438710451903"
"308","0.27058311285406333","0.27058311285406333","0.27058311285406333","0.2710257361339022","0.2710257361339022","0.2710257361339022"
"309","0.2703963349082954","0.2703963349082954","0.2703963349082954","0.2708383642455122","0.2708383642455122","0.2708383642455122"
"313","0.2696560465303722","0.2696560465303722","0.2696560465303722","0.2700956867363109","0.2700956867363109","0.2700956867363109"
"314","0.26947281638161535","0.26947281638161535","0.26947281638161535","0.2699117982922505","0.2699117982922505","0.2699117982922505"
"315","0.2692904056234257","0.2692904056234257","0.2692904056234257","0.26972879568672725","0.26972879568672725","0.26972879568672725"
"316","0.2691081622256123","0.2691081622256123","0.2691081622256123","0.2695460302082517","0.2695460302082517","0.2695460302082517"
"317","0.2689262956831825","0.2689262956831825","0.2689262956831825","0.26936355923756977","0.26936355923756977","0.26936355923756977"
"318","0.26874575724135696","0.26874575724135696","0.26874575724135696","0.26918233849581197","0.26918233849581197","0.26918233849581197"
"319","0.26856491840759616","0.26856491840759616","0.26856491840759616","0.269000902594555","0.269000902594555","0.269000902594555"
"320","0.2683852918162188","0.2683852918162188","0.2683852918162188","0.2688206099183168","0.2688206099183168","0.2688206099183168"
"321","0.26820599906619724","0.26820599906619724","0.26820599906619724","0.2686406608721981","0.2686406608721981","0.2686406608721981"
"322","0.268027842914296","0.268027842914296","0.268027842914296","0.26846189580483143","0.26846189580483143","0.26846189580483143"
"324","0.26767427189750187","0.26767427189750187","0.26767427189750187","0.26810718196766525","0.26810718196766525","0.26810718196766525"
"325","0.26749753012685024","0.26749753012685024","0.26749753012685024","0.2679299020825863","0.2679299020825863","0.2679299020825863"
"326","0.26732292843515487","0.26732292843515487","0.26732292843515487","0.26775479373355937","0.26775479373355937","0.26775479373355937"
"330","0.26662623372350874","0.26662623372350874","0.26662623372350874","0.26705585462551706","0.26705585462551706","0.26705585462551706"
"331","0.2664541122616057","0.2664541122616057","0.2664541122616057","0.2668831406638098","0.2668831406638098","0.2668831406638098"
"332","0.2662826818669151","0.2662826818669151","0.2662826818669151","0.26671106628019503","0.26671106628019503","0.26671106628019503"
"333","0.2661121225729137","0.2661121225729137","0.2661121225729137","0.2665400347020589","0.2665400347020589","0.2665400347020589"
